transcript_id,transcript_position,score
ENST00000000412,2484,0.008918084629994074
ENST00000000412,2564,0.07228032310813894
ENST00000000412,2580,0.848858199928865
ENST00000000412,2618,0.03277801252075913
ENST00000000412,2707,0.02569455808769036
ENST00000000412,2728,0.04916676292858566
ENST00000002165,35,0.2541268417312907
ENST00000002165,54,0.40914568217979685
ENST00000002165,207,0.09358524112507825
ENST00000002165,367,0.28249120701357205
ENST00000002165,449,0.061978861782307194
ENST00000002165,457,0.021501391686083515
ENST00000002165,501,0.23068484359489808
ENST00000002165,534,0.3515665799401283
ENST00000002165,547,0.5023452335949847
ENST00000002165,567,0.10571564917987783
ENST00000002165,572,0.7605714096890547
ENST00000002165,576,0.10701303252162135
ENST00000002165,589,0.9010735563068611
ENST00000002165,680,0.17973465290159488
ENST00000002165,708,0.09565252465688609
ENST00000002165,771,0.2683931747115508
ENST00000002165,900,0.005562629282007108
ENST00000002165,907,0.5708737140256631
ENST00000002165,933,0.08331284226615379
ENST00000002165,941,0.09419847963897739
ENST00000002165,948,0.10495277041861908
ENST00000002165,952,0.46420686606863937
ENST00000002165,990,0.22333937788311323
ENST00000002165,1031,0.22357471526863376
ENST00000002165,1163,0.04028134020577534
ENST00000002165,1188,0.09617582133096599
ENST00000002165,1273,0.42185163844932516
ENST00000002165,1324,0.031964242253781416
ENST00000002165,1339,0.4230566035985041
ENST00000002165,1350,0.17264589406637065
ENST00000002165,1387,0.5395541866782299
ENST00000002165,1400,0.005043884004190956
ENST00000002165,1445,0.43057422252121624
ENST00000002165,1506,0.500121906541048
ENST00000002165,1553,0.45397588744755873
ENST00000002165,1630,0.03588255636323954
ENST00000002165,1639,0.06918326930238029
ENST00000007516,186,0.6714731570678735
ENST00000007516,204,0.6785276996710383
ENST00000007516,307,0.2260941012928727
ENST00000007516,329,0.26684728270971486
ENST00000007516,337,0.11753824489096588
ENST00000007516,346,0.1076875591773442
ENST00000007516,385,0.08072562902068794
ENST00000007516,397,0.14271189055922137
ENST00000007516,406,0.32098762063798314
ENST00000007516,545,0.16667200769908577
ENST00000007516,569,0.5324910443820244
ENST00000007516,604,0.3608788724925324
ENST00000007516,626,0.39892042158820995
ENST00000007516,632,0.10523968703453193
ENST00000007516,650,0.7349980242299496
ENST00000001008,190,0.04214577016363267
ENST00000001008,257,0.3608606678380569
ENST00000001008,270,0.05622436711773135
ENST00000001008,338,0.2285933303199368
ENST00000001008,389,0.45570728288359214
ENST00000001008,410,0.5366080038974924
ENST00000001008,425,0.1563725691556493
ENST00000001008,458,0.6620546461601192
ENST00000001008,510,0.05126842122890304
ENST00000001008,652,0.42853178131859665
ENST00000001008,725,0.4321284388220235
ENST00000001008,737,0.11288852248452001
ENST00000001008,776,0.33375629008394986
ENST00000001008,831,0.11938321844126407
ENST00000001008,990,0.11758992795068543
ENST00000001008,1179,0.09633048217526691
ENST00000001008,1214,0.03474898357214977
ENST00000001008,1227,0.5192113402984856
ENST00000001008,1232,0.7286623580009084
ENST00000001008,1289,0.3201059192883282
ENST00000001008,1296,0.8241890755252171
ENST00000001008,1357,0.14225558243122055
ENST00000001008,1454,0.25832827230435895
ENST00000001008,1484,0.1376727749684271
ENST00000001008,1496,0.19779835490986541
ENST00000001008,1555,0.1901758434421977
ENST00000001008,1642,0.4857913501005265
ENST00000001008,1666,0.15662938669648913
ENST00000001008,1793,0.19909675004906602
ENST00000001008,1905,0.30664392604932666
ENST00000001008,1924,0.4713604487832584
ENST00000001008,2002,0.45889262109386186
ENST00000001008,2013,0.055127572455241025
ENST00000001008,2095,0.0826921281205886
ENST00000001008,2242,0.037583688302156484
ENST00000007264,108,0.6235591721567862
ENST00000007264,298,0.07416875289870363
ENST00000007264,370,0.029965382049800704
ENST00000007264,420,0.1841251192059487
ENST00000007264,471,0.008584536305558584
ENST00000007264,496,0.23299241266342863
ENST00000007264,553,0.33969763011635157
ENST00000007264,590,0.21074381675213097
ENST00000007264,708,0.14610335725922682
ENST00000007264,736,0.35384637098825406
ENST00000007264,787,0.6690766531464464
ENST00000007264,817,0.139490567936474
ENST00000007264,877,0.382791689594899
ENST00000007264,916,0.3226387382473347
ENST00000007264,1061,0.32187718771556834
ENST00000007264,1066,0.8651435745063835
ENST00000007264,1116,0.9081604207775147
ENST00000007264,1293,0.9146857581992665
ENST00000007264,1341,0.05049934015302799
ENST00000007264,1366,0.17183413164130218
ENST00000007264,1413,0.8901600613604062
ENST00000007264,1564,0.08621561938633321
ENST00000007264,1640,0.0977764743596572
ENST00000007264,1923,0.7178921578034928
ENST00000007264,2015,0.8941126335815107
ENST00000007390,435,0.2920481386217304
ENST00000007390,439,0.08203362755824145
ENST00000007390,500,0.145324815991858
ENST00000007390,570,0.6690948501835907
ENST00000007390,589,0.428475564239639
ENST00000007390,642,0.07044172605867932
ENST00000007390,693,0.6912908628884528
ENST00000007390,699,0.4548766068116579
ENST00000007390,714,0.6845539736069285
ENST00000007390,846,0.03457862826739522
ENST00000007390,885,0.38523181004913176
ENST00000007390,894,0.08531986567652546
ENST00000007390,912,0.36299914235679376
ENST00000007390,1041,0.7329083804889192
ENST00000007390,1055,0.1801229142293896
ENST00000007390,1096,0.5328092053686039
ENST00000007390,1105,0.7460350968893751
ENST00000007390,1151,0.6512826833840019
ENST00000009589,62,0.7369443218890283
ENST00000009589,90,0.3838626219963127
ENST00000009589,147,0.09615225353331228
ENST00000009589,195,0.008778858142749495
ENST00000009589,235,0.24413133170070733
ENST00000009589,278,0.3108137350215666
ENST00000009589,300,0.4112146402267915
ENST00000009589,324,0.3854671289685711
ENST00000009589,391,0.3411881150949164
ENST00000009589,507,0.08101800525557537
ENST00000022615,7,0.06294083385719426
ENST00000022615,75,0.03666831755306423
ENST00000022615,93,0.18965262580819986
ENST00000022615,156,0.13199163403847872
ENST00000022615,164,0.0910535437905051
ENST00000022615,245,0.07695926188119857
ENST00000022615,264,0.02806102393238939
ENST00000022615,271,0.4965993745849331
ENST00000022615,294,0.2964984842439766
ENST00000022615,300,0.15819208035005045
ENST00000022615,314,0.16006536153456924
ENST00000022615,355,0.2111309818792978
ENST00000022615,359,0.24471803025076777
ENST00000022615,384,0.44712314147455007
ENST00000022615,472,0.6075386527069859
ENST00000022615,540,0.16917232563166634
ENST00000022615,556,0.5771557941775659
ENST00000022615,597,0.5813820460063632
ENST00000022615,677,0.03611680694122102
ENST00000022615,687,0.03020638629010068
ENST00000022615,698,0.3893005364265989
ENST00000022615,711,0.009530596522616874
ENST00000022615,758,0.6162326026460734
ENST00000022615,799,0.7366510893807471
ENST00000022615,815,0.17126919994154655
ENST00000022615,839,0.3364447598110474
ENST00000022615,867,0.6139727400957443
ENST00000022615,907,0.7617641539152449
ENST00000022615,970,0.4620080152552389
ENST00000022615,1021,0.8636321634892221
ENST00000022615,1213,0.1382260296061139
ENST00000022615,1264,0.03501844228451004
ENST00000022615,1333,0.0564316751611719
ENST00000023939,99,0.5848508338326016
ENST00000023939,131,0.3740748191713828
ENST00000023939,151,0.20865417518231333
ENST00000023939,306,0.112154938332375
ENST00000023939,358,0.1538692607721515
ENST00000023939,367,0.19038956442883423
ENST00000023939,375,0.007333868772225285
ENST00000023939,405,0.42320888521737643
ENST00000023939,467,0.07652138948578026
ENST00000023939,516,0.020741296032570796
ENST00000023939,528,0.19305556596825685
ENST00000023939,540,0.06775598076599275
ENST00000023939,752,0.09172768344178374
ENST00000023939,797,0.03621684593416207
ENST00000023939,805,0.031617484407438334
ENST00000023939,832,0.04327179979939082
ENST00000023939,875,0.19631817500923085
ENST00000023939,920,0.024472293790282096
ENST00000023939,1014,0.07122143255509385
ENST00000023939,1306,0.7326243515253439
ENST00000023939,1420,0.005606471079057126
ENST00000023939,1427,0.7939457968077761
ENST00000023939,1470,0.04007421161072706
ENST00000023939,1523,0.31972348579823434
ENST00000009041,186,0.07705955009137039
ENST00000009041,244,0.06577611007191207
ENST00000009041,261,0.13544385863786063
ENST00000009041,276,0.05997971095941325
ENST00000009041,416,0.7961551715761979
ENST00000009041,441,0.06837228343586021
ENST00000009041,455,0.007286194854126835
ENST00000009041,501,0.16260294324514815
ENST00000009041,531,0.126440131554861
ENST00000009041,613,0.10429446679399398
ENST00000009041,641,0.05916886762200918
ENST00000009041,653,0.1784931333528177
ENST00000009041,807,0.06698002683288677
ENST00000009041,811,0.19494430411784763
ENST00000009041,928,0.0444631156122194
ENST00000009041,933,0.5834458284203192
ENST00000009041,943,0.012012386258785559
ENST00000009041,955,0.28303010267146494
ENST00000009041,987,0.041195630224241164
ENST00000009041,1086,0.17972325289792596
ENST00000009041,1206,0.5941478987522837
ENST00000009041,1224,0.009821688447816805
ENST00000009041,1268,0.16844897527613967
ENST00000009041,1286,0.00612973617240895
ENST00000009041,1381,0.010552767074497196
ENST00000009041,1407,0.058470172053728856
ENST00000009041,1458,0.10970935191849583
ENST00000009041,1573,0.1527051874468544
ENST00000009041,1667,0.012929959113556598
ENST00000005340,609,0.34775909352092466
ENST00000005340,655,0.5330044236948581
ENST00000005340,671,0.46759373307906915
ENST00000005340,733,0.10722074852354108
ENST00000005340,739,0.02271171266553184
ENST00000005340,817,0.4008895917241012
ENST00000005340,880,0.06379999348573097
ENST00000005340,911,0.7309024764183186
ENST00000005340,1094,0.03654798227985406
ENST00000005340,1226,0.5571454898677768
ENST00000005340,1247,0.06658342335107331
ENST00000005340,1253,0.19846577370501894
ENST00000005340,1262,0.1519055026026529
ENST00000005340,1298,0.3542450748497449
ENST00000005340,1330,0.43487067318925493
ENST00000005340,1406,0.07706967997024015
ENST00000005340,1441,0.28198752580568615
ENST00000005340,1547,0.4060576988625267
ENST00000005340,1561,0.17265499081964109
ENST00000005340,1590,0.6000531706843059
ENST00000005340,1604,0.19088664041719502
ENST00000005340,1661,0.5814269444470034
ENST00000005340,1802,0.11354303696195435
ENST00000005340,1850,0.05920043417384428
ENST00000005340,1877,0.12294030668893033
ENST00000005340,2200,0.4385545001439986
ENST00000005340,2286,0.32544411958497216
ENST00000005340,2399,0.18586871274993372
ENST00000005340,2421,0.7303132669568742
ENST00000005340,2425,0.06918569792368946
ENST00000005340,2536,0.5843000341315022
ENST00000005340,2626,0.4427291481186711
ENST00000005340,2672,0.09251619534890686
ENST00000005340,2679,0.33702691500422244
ENST00000005340,2754,0.6636385061662545
ENST00000005340,2815,0.007519144248828053
ENST00000005340,2828,0.21793540418078472
ENST00000005340,2909,0.06593166627546224
ENST00000005340,2988,0.0850289558956997
ENST00000029410,299,0.31402305476603964
ENST00000029410,312,0.26411962515900106
ENST00000029410,604,0.14078405855983006
ENST00000029410,631,0.7248772255186915
ENST00000029410,702,0.06677469752967737
ENST00000029410,870,0.06376437609672976
ENST00000029410,889,0.06920787266031045
ENST00000029410,910,0.2755228176769805
ENST00000029410,935,0.07570602868251326
ENST00000029410,955,0.37602253176511335
ENST00000029410,973,0.35226022609051455
ENST00000029410,1054,0.8726759255351154
ENST00000029410,1060,0.07392273554311243
ENST00000029410,1065,0.0755712605005362
ENST00000029410,1104,0.8873996287716175
ENST00000029410,1180,0.06014272638008367
ENST00000029410,1201,0.35008654816671675
ENST00000029410,1207,0.23871486427223884
ENST00000029410,1266,0.8639875015416925
ENST00000029410,1339,0.4768865770390965
ENST00000029410,1371,0.16528750107494938
ENST00000029410,1415,0.18459295078544838
ENST00000029410,1420,0.5557892884690676
ENST00000029410,1476,0.5057587242529334
ENST00000029410,1535,0.7848113779414622
ENST00000029410,1544,0.0475338188891819
ENST00000029410,1572,0.11291572703767552
ENST00000053867,230,0.2633295726543304
ENST00000053867,253,0.10514600422825908
ENST00000053867,262,0.5027921475589551
ENST00000053867,286,0.011191245181276354
ENST00000053867,353,0.49169844356315934
ENST00000053867,395,0.46699037637027324
ENST00000053867,493,0.5680013995017935
ENST00000053867,608,0.01708288178502993
ENST00000053867,659,0.3076174483396801
ENST00000053867,734,0.25437028784500276
ENST00000053867,841,0.5176425751542474
ENST00000053867,845,0.011831496500945624
ENST00000053867,1004,0.2818617907117801
ENST00000053867,1016,0.3428863445317911
ENST00000053867,1061,0.3115271590984994
ENST00000053867,1109,0.12330200176222217
ENST00000053867,1205,0.26963240957016266
ENST00000053867,1241,0.2720782320291542
ENST00000053867,1263,0.45856433885899395
ENST00000053867,1322,0.10874497627753718
ENST00000053867,1451,0.2164854912813656
ENST00000053867,1530,0.7646730436831533
ENST00000053867,1577,0.21015163616942625
ENST00000053867,1589,0.2899205623158268
ENST00000053867,1618,0.04587362282939673
ENST00000053867,1827,0.8418483414564443
ENST00000053867,1844,0.006734939252866501
ENST00000053867,1849,0.10867595082936138
ENST00000053867,1862,0.11535094774860173
ENST00000053867,2012,0.6236380163699417
ENST00000053867,2025,0.15043145625473883
ENST00000053867,2041,0.8316691758037797
ENST00000053867,2053,0.5145831356984427
ENST00000053867,2070,0.6233703966124962
ENST00000053867,2121,0.012486817958323739
ENST00000053867,2137,0.3647966793434525
ENST00000053867,2258,0.7461252012730175
ENST00000037243,158,0.24064849190651347
ENST00000037243,171,0.2981074360760102
ENST00000037243,263,0.10443050562868833
ENST00000037243,269,0.19152835506815713
ENST00000037243,382,0.23016654878080284
ENST00000037243,403,0.05219300079556187
ENST00000037243,411,0.5015845994680059
ENST00000037243,473,0.2105317459966472
ENST00000037243,518,0.14594957699111238
ENST00000037243,569,0.18915120901851729
ENST00000037243,583,0.37108091122465714
ENST00000037243,602,0.22704908727310794
ENST00000037243,646,0.17261914102885226
ENST00000037243,724,0.23165751243796187
ENST00000037243,886,0.38499722460687563
ENST00000037243,928,0.6015968521997439
ENST00000037243,956,0.05178574384390559
ENST00000037243,976,0.008673070870154577
ENST00000011619,2414,0.04624729209064936
ENST00000011619,2448,0.005201235464412507
ENST00000011619,2521,0.015701752978063373
ENST00000011619,2593,0.3764240229571283
ENST00000011619,2686,0.13541488105326618
ENST00000011619,2703,0.011290066386022733
ENST00000011619,2846,0.009186064318000828
ENST00000011619,2878,0.0854215355712139
ENST00000011619,2901,0.7242890218075227
ENST00000011619,2914,0.14807947538356392
ENST00000011619,2928,0.01259033943859408
ENST00000011619,2958,0.04625445495478716
ENST00000014930,178,0.6266470502483089
ENST00000014930,232,0.3527950616912439
ENST00000014930,393,0.1006498092849261
ENST00000014930,475,0.025497122838490174
ENST00000014930,508,0.201469532092672
ENST00000014930,649,0.2050326479990046
ENST00000014930,673,0.06491423583197081
ENST00000014930,723,0.11003796363355328
ENST00000014930,748,0.8038974052425922
ENST00000014930,798,0.7112531963416349
ENST00000014930,835,0.00488933405364694
ENST00000037869,149,0.3899059610450424
ENST00000037869,203,0.6329668281403077
ENST00000037869,308,0.25080139428351045
ENST00000037869,401,0.8205331170617093
ENST00000037869,412,0.21083759983376293
ENST00000037869,428,0.09936210810098257
ENST00000037869,454,0.0995026880614087
ENST00000037869,784,0.04424984642563037
ENST00000037869,811,0.6285879209968339
ENST00000037869,835,0.007598220598475588
ENST00000037869,944,0.015538748089815528
ENST00000037869,965,0.09088346672110899
ENST00000037869,1056,0.7070095261860174
ENST00000037869,1068,0.1002127394158989
ENST00000037869,1084,0.5779188216954028
ENST00000037869,1180,0.7336233248950784
ENST00000037869,1191,0.02891547820616534
ENST00000037869,1206,0.05151573541927314
ENST00000037869,1262,0.006008707382210666
ENST00000037869,1270,0.06388300675051155
ENST00000037869,1275,0.4528751247260678
ENST00000037869,1289,0.048533475203640354
ENST00000037869,1350,0.4177194663059125
ENST00000037869,1416,0.01845270214554785
ENST00000037869,1432,0.0658227651422205
ENST00000037869,1485,0.009530790363869446
ENST00000037869,1501,0.11830101676783927
ENST00000037869,1505,0.013399100574573632
ENST00000037869,1565,0.3277943172471933
ENST00000037869,1587,0.3496142398575707
ENST00000037869,1774,0.13218578254263902
ENST00000012443,127,0.6823586610433506
ENST00000012443,156,0.3366880759192204
ENST00000012443,199,0.12022827088587142
ENST00000012443,212,0.1505824714139919
ENST00000012443,230,0.34634105241628954
ENST00000012443,275,0.46049129105330483
ENST00000012443,377,0.3251159852467557
ENST00000012443,455,0.2590502242836883
ENST00000012443,488,0.041019897621836714
ENST00000012443,590,0.3691775982080451
ENST00000012443,599,0.37609617775314724
ENST00000012443,613,0.06005168513528496
ENST00000012443,636,0.2606116662281551
ENST00000012443,661,0.0968731542795343
ENST00000012443,701,0.20329391667610588
ENST00000012443,711,0.3771155177714487
ENST00000012443,787,0.03787370856498011
ENST00000012443,802,0.25678235724528387
ENST00000012443,827,0.4982807099663853
ENST00000012443,848,0.04033193621576425
ENST00000012443,889,0.14436103359014507
ENST00000012443,914,0.5750243656360515
ENST00000012443,923,0.2992145794703626
ENST00000012443,1018,0.14905500665520496
ENST00000012443,1022,0.03841821131643166
ENST00000012443,1031,0.17533654920929206
ENST00000012443,1196,0.06370324578354519
ENST00000012443,1250,0.16961374962711218
ENST00000012443,1355,0.12498037315018709
ENST00000012443,1364,0.4781429431982234
ENST00000012443,1472,0.23928998235519064
ENST00000012443,1505,0.06691085183829298
ENST00000012443,1652,0.42924287375172104
ENST00000012443,1704,0.4536826502013728
ENST00000012443,1802,0.5093956643794293
ENST00000012443,1961,0.10955090494954164
ENST00000044462,97,0.22422942907527427
ENST00000044462,129,0.30031818112813674
ENST00000044462,148,0.05261198650046149
ENST00000044462,166,0.17308309398301838
ENST00000044462,174,0.22707824253707107
ENST00000044462,236,0.24770899391696183
ENST00000044462,350,0.20365581649173195
ENST00000044462,361,0.45670428363248206
ENST00000044462,387,0.07492535405725614
ENST00000044462,408,0.134330746016512
ENST00000044462,416,0.529031967659304
ENST00000044462,503,0.023051691851427556
ENST00000044462,601,0.19302476654114953
ENST00000044462,677,0.02810656239968082
ENST00000044462,682,0.06998354833204093
ENST00000044462,702,0.038646555023737476
ENST00000044462,747,0.08389916897212638
ENST00000044462,764,0.11082428157525133
ENST00000044462,798,0.007049889092913939
ENST00000044462,816,0.1674381264250849
ENST00000044462,836,0.023785597976486664
ENST00000044462,866,0.08113456197690026
ENST00000044462,914,0.21939969954922645
ENST00000044462,1024,0.6242080354338186
ENST00000044462,1046,0.690914031520329
ENST00000054666,156,0.07026787737816678
ENST00000054666,166,0.20950310100057432
ENST00000054666,194,0.2612540257988246
ENST00000054666,215,0.4714455435218902
ENST00000054666,233,0.06380837766716642
ENST00000054666,421,0.11171247049528825
ENST00000054666,430,0.6104523520326074
ENST00000054666,437,0.19744512357481292
ENST00000054666,452,0.033250339803480175
ENST00000054666,463,0.061292110207383184
ENST00000054666,470,0.15097225803303302
ENST00000054666,477,0.11079465856584067
ENST00000054666,759,0.17065324755400657
ENST00000054666,771,0.019847830848340606
ENST00000054666,815,0.03571048900974938
ENST00000054666,828,0.007706400832225459
ENST00000054666,844,0.007284981760693004
ENST00000054666,893,0.29336826346828
ENST00000054666,920,0.3824383300755159
ENST00000054666,1040,0.007126479476840687
ENST00000054666,1065,0.10321076187203898
ENST00000054666,1077,0.06466186723635566
ENST00000054666,1139,0.0567156673469383
ENST00000054666,1169,0.4284920808102383
ENST00000054666,1214,0.15380696709086727
ENST00000054666,1260,0.14750069116855757
ENST00000054666,1321,0.1489213692031822
ENST00000054666,1327,0.10780450153502034
ENST00000054666,1378,0.755210401410129
ENST00000054666,1433,0.07427266729707091
ENST00000054666,1444,0.7593778763903003
ENST00000054666,1478,0.13503766362551659
ENST00000054666,1484,0.06737546169399435
ENST00000054666,1609,0.12532481437512014
ENST00000054666,1670,0.08304128513675722
ENST00000054666,1687,0.18669150241645222
ENST00000054666,1707,0.604687286986827
ENST00000054666,1759,0.054476130485606566
ENST00000054666,1787,0.07100924238856675
ENST00000054666,1793,0.11710284764296616
ENST00000054666,1835,0.45825150632357375
ENST00000054666,1858,0.26612646258811173
ENST00000054666,1892,0.5852309002748912
ENST00000054666,1927,0.004048490866785313
ENST00000054666,2008,0.28237229133841407
ENST00000054666,2049,0.5325062383136577
ENST00000054666,2057,0.051808263182472676
ENST00000054666,2091,0.105516523774869
ENST00000054666,2100,0.0642273367319274
ENST00000054666,2120,0.0069818761033745794
ENST00000054666,2161,0.6142356003149007
ENST00000054650,841,0.9113913091060621
ENST00000054650,1123,0.012254042456728512
ENST00000055077,110,0.4900403572898567
ENST00000055077,116,0.1435755913019253
ENST00000055077,165,0.5910993566785206
ENST00000055077,224,0.1273323616349892
ENST00000055077,298,0.3666927501222321
ENST00000055077,307,0.09061914650431302
ENST00000055077,372,0.3859519066039233
ENST00000055077,389,0.10643706002136108
ENST00000055077,491,0.06204903253565758
ENST00000055077,499,0.03975638626700728
ENST00000055077,529,0.1744812849139201
ENST00000055077,550,0.018867761838558247
ENST00000055077,640,0.06449774000559472
ENST00000055077,743,0.19380528572977015
ENST00000055077,761,0.15350940051985423
ENST00000055077,800,0.010158590931582397
ENST00000055077,973,0.10445307273518577
ENST00000055077,999,0.08962906979613434
ENST00000055077,1055,0.3721252081507916
ENST00000055077,1102,0.11963438966065643
ENST00000055077,1133,0.761010230888781
ENST00000055077,1142,0.6501156886473066
ENST00000055077,1146,0.31488750456797177
ENST00000055077,1228,0.3968243233692893
ENST00000055077,1240,0.26084598619206
ENST00000055077,1335,0.07929798323245935
ENST00000055077,1358,0.02613399271090657
ENST00000055077,1455,0.41926243824583986
ENST00000055077,1552,0.15326640082207002
ENST00000054950,495,0.6447496815629227
ENST00000054950,503,0.04545009758960411
ENST00000054950,608,0.024427578455061445
ENST00000054950,681,0.5184922078501535
ENST00000054950,715,0.05247530161842647
ENST00000054950,828,0.04379176367278953
ENST00000054950,840,0.2596109534902267
ENST00000054950,845,0.059613435460765474
ENST00000054950,895,0.08768293002354718
ENST00000054950,923,0.03492543615947153
ENST00000054950,933,0.456557226302134
ENST00000054950,1086,0.26424381051626594
ENST00000054950,1170,0.1880808547068415
ENST00000054950,1176,0.02852804410069909
ENST00000054950,1193,0.021232873634596725
ENST00000054950,1215,0.32568342055785426
ENST00000054950,1221,0.09504863493649296
ENST00000054950,1292,0.551502843087926
ENST00000054950,1489,0.0674402987106372
ENST00000054950,1499,0.07064004129272383
ENST00000054950,1546,0.18604854315638245
ENST00000054950,1553,0.1180873162610409
ENST00000054950,1573,0.08229787322255264
ENST00000054950,1585,0.28031421776221266
ENST00000054950,1590,0.11143635795233217
ENST00000054950,1651,0.38515761975709323
ENST00000054950,1667,0.026159224201498178
ENST00000054950,1764,0.20838598467552352
ENST00000054950,1841,0.012261390242849304
ENST00000054950,1981,0.06903351485249981
ENST00000054950,1992,0.18958850440471775
ENST00000054950,2010,0.17098256629255726
ENST00000054950,2031,0.12742663118069184
ENST00000054950,2241,0.36711915242417903
ENST00000054950,2270,0.7447464032833766
ENST00000072869,249,0.897771004963705
ENST00000072869,441,0.3404627471941681
ENST00000072869,595,0.14585833408357857
ENST00000072869,618,0.33286194663160257
ENST00000072869,755,0.7021475534404809
ENST00000072869,782,0.43989120643064056
ENST00000072869,789,0.23212291043070532
ENST00000072869,853,0.7422244523075645
ENST00000072869,857,0.04119501967908368
ENST00000072869,870,0.7318157807536859
ENST00000072869,963,0.0908218302157281
ENST00000072869,983,0.07442036058799842
ENST00000072869,1022,0.11328669176152159
ENST00000072869,1148,0.17674599041320477
ENST00000072869,1262,0.05940663208922451
ENST00000072869,1290,0.36109840546350924
ENST00000072869,1433,0.7318060410420999
ENST00000072869,1496,0.034847775367139906
ENST00000072869,1511,0.03886826534734459
ENST00000072869,1526,0.05824886147703304
ENST00000072869,1589,0.1878927053816078
ENST00000072869,1598,0.40783144485656503
ENST00000072869,1688,0.08455960291076314
ENST00000072869,1807,0.02312741423265155
ENST00000072869,1828,0.17300762561410005
ENST00000072869,1844,0.15194596898540397
ENST00000072869,1909,0.29501808729832985
ENST00000072869,1991,0.3670871592324976
ENST00000072869,1998,0.4644539854623801
ENST00000072869,2003,0.43146052722982287
ENST00000072869,2149,0.7383355897921771
ENST00000072869,2167,0.08079720825622848
ENST00000072869,2306,0.27511049020076134
ENST00000084795,26,0.024525013403654136
ENST00000084795,32,0.33624063397067533
ENST00000084795,118,0.2405832629670537
ENST00000084795,233,0.12151258926161274
ENST00000084795,256,0.3195986860577626
ENST00000084795,262,0.3253076342331401
ENST00000084795,294,0.4103062295977158
ENST00000084795,319,0.18978141927756226
ENST00000084795,389,0.5535362258262384
ENST00000084795,475,0.1808837787352644
ENST00000084795,495,0.06491641246460181
ENST00000084795,566,0.1513554617594883
ENST00000084795,570,0.016365158502373005
ENST00000081029,122,0.32167991387924577
ENST00000081029,191,0.370307171481054
ENST00000081029,239,0.5130803738435927
ENST00000081029,258,0.1431612859869501
ENST00000081029,264,0.45812890092258873
ENST00000081029,301,0.024941813225335046
ENST00000081029,382,0.11389223359513817
ENST00000081029,413,0.42020407211332295
ENST00000081029,483,0.6194609310504158
ENST00000081029,525,0.040784830916979584
ENST00000081029,550,0.41628972450169704
ENST00000081029,564,0.09520231760137969
ENST00000081029,646,0.08951825712645697
ENST00000081029,671,0.093177387677717
ENST00000081029,749,0.004402338479240792
ENST00000081029,800,0.3193515546284115
ENST00000081029,810,0.04825630182204875
ENST00000081029,1037,0.18294705758318597
ENST00000081029,1424,0.08715008389743044
ENST00000081029,1437,0.41040867110570545
ENST00000081029,1538,0.004652903958850859
ENST00000081029,1747,0.1943127980532488
ENST00000081029,1771,0.04895076221781343
ENST00000078429,3898,0.15711878871462073
ENST00000078429,4050,0.21246114413549383
ENST00000078429,4063,0.24556580033689326
ENST00000078429,4106,0.5292155541759959
ENST00000085068,118,0.12376660659037597
ENST00000085068,201,0.12776937561381335
ENST00000085068,356,0.44889054806099615
ENST00000085068,383,0.07556415784209125
ENST00000085068,423,0.49018888423554413
ENST00000085068,534,0.349939265040914
ENST00000085068,546,0.5933824615702903
ENST00000085068,555,0.07692634998462974
ENST00000085068,612,0.3069545694040673
