transcript_id,transcript_position,score
AT1G01060.2,1837,0.01571742234772136
AT1G01060.3,1644,0.012210856785285504
AT1G01060.4,1664,0.01571742234772136
AT1G01060.5,2046,0.01571742234772136
AT1G01060.6,2046,0.008017130257795439
AT1G01060.7,1927,0.01571742234772136
AT1G01060.8,1456,0.010746321923314258
AT1G01060.1,1880,0.21994581311821504
AT1G01060.2,1990,0.21994581311821504
AT1G01060.3,1797,0.21994581311821504
AT1G01060.4,1817,0.21994581311821504
AT1G01060.5,2199,0.2121576521083534
AT1G01060.6,2199,0.242529655383833
AT1G01060.7,2080,0.21994581311821504
AT1G01060.8,1609,0.1752157051316686
AT1G01060.1,2131,0.0395693102896322
AT1G01060.2,2241,0.047747874516290804
AT1G01060.3,2048,0.04197646144531374
AT1G01060.4,2068,0.0395693102896322
AT1G01060.5,2450,0.05015502567197233
AT1G01060.6,2450,0.04616065736180999
AT1G01060.7,2331,0.047747874516290804
AT1G01060.8,1860,0.0422251689351243
AT1G01060.1,2225,0.27451706382494884
AT1G01060.2,2335,0.3260404571290763
AT1G01060.3,2142,0.21025889604668857
AT1G01060.4,2162,0.27451706382494884
AT1G01060.5,2544,0.16040126981042757
AT1G01060.6,2544,0.3329769406737869
AT1G01060.7,2425,0.3260404571290763
AT1G01060.8,1954,0.2753679794531986
AT1G01060.1,2248,0.19822261436190916
AT1G01060.2,2358,0.19822261436190916
AT1G01060.3,2165,0.1511138249384631
AT1G01060.4,2185,0.19822261436190916
AT1G01060.5,2567,0.22102366571826246
AT1G01060.6,2567,0.13972413842707804
AT1G01060.7,2448,0.19822261436190916
AT1G01060.8,1977,0.26772981220781
AT1G01060.1,2252,0.0795472763448137
AT1G01060.2,2362,0.0795472763448137
AT1G01060.3,2169,0.04572764368682666
AT1G01060.4,2189,0.0795472763448137
AT1G01060.5,2571,0.05266777257542353
AT1G01060.6,2571,0.14784357098479364
AT1G01060.7,2452,0.0795472763448137
AT1G01060.1,2381,0.1619665935304697
AT1G01060.2,2491,0.18906242363882877
AT1G01060.4,2318,0.1619665935304697
AT1G01060.5,2700,0.249868148456128
AT1G01060.7,2581,0.18906242363882877
AT1G01060.1,2470,0.8043401527001955
AT1G01060.2,2580,0.8043401527001955
AT1G01060.4,2407,0.8043401527001955
AT1G01060.7,2670,0.8043401527001955
AT1G01080.1,389,0.1794978307913655
AT1G01080.2,349,0.1794978307913655
AT1G01080.3,389,0.1794978307913655
AT1G01080.1,587,0.05650452190079255
AT1G01080.2,547,0.05650452190079255
AT1G01080.3,587,0.05650452190079255
AT1G01080.1,666,0.4104302556891177
AT1G01080.2,626,0.4104302556891177
AT1G01080.3,666,0.4104302556891177
AT1G01080.1,748,0.24203762509696827
AT1G01080.2,711,0.24203762509696827
AT1G01080.3,748,0.24203762509696827
AT1G01080.1,850,0.02626862544845686
AT1G01080.2,813,0.02626862544845686
AT1G01080.3,850,0.02626862544845686
AT1G01080.1,958,0.02913116080269306
AT1G01080.2,921,0.02913116080269306
AT1G01080.3,958,0.02913116080269306
AT1G01080.1,1014,0.08614464857926263
AT1G01080.2,977,0.08614464857926263
AT1G01080.3,1014,0.08614464857926263
AT1G01080.1,1179,0.1400593704161185
AT1G01080.2,1142,0.1400593704161185
AT1G01080.3,1265,0.11999449209103957
AT1G01080.1,1236,0.005699685098445643
AT1G01080.2,1199,0.005699685098445643
AT1G01080.3,1322,0.005699685098445643
AT1G01090.1,565,0.16788682123095644
AT1G01090.1,779,0.030322319488350243
AT1G01090.1,822,0.47411971538376346
AT1G01090.1,904,0.3310778348933152
AT1G01090.1,1174,0.0752233560603444
AT1G01090.1,1364,0.6922588260036158
AT1G01090.1,1390,0.6477848919692427
AT1G01090.1,1429,0.15195738424004795
AT1G01090.1,1551,0.18290873134936325
AT1G01100.1,435,0.6715027923673649
AT1G01100.2,475,0.6715027923673649
AT1G01100.3,414,0.6715027923673649
AT1G01100.4,455,0.6715027923673649
AT1G01100.1,485,0.8966480878376264
AT1G01100.2,525,0.8966480878376264
AT1G01100.3,464,0.8966480878376264
AT1G01100.4,505,0.8966480878376264
AT1G01120.1,228,0.07693908361447295
AT1G01120.1,246,0.2234458152079151
AT1G01120.1,383,0.6070956142296673
AT1G01120.1,441,0.012908802897727655
AT1G01120.1,447,0.35056771635412964
AT1G01120.1,505,0.007530207608936228
AT1G01120.1,536,0.5273549106869546
AT1G01120.1,570,0.1419163926270887
AT1G01120.1,596,0.028873108943753806
AT1G01120.1,733,0.3690720073994005
AT1G01120.1,777,0.1552100050024468
AT1G01120.1,867,0.11802205752036173
AT1G01120.1,878,0.022941592370159702
AT1G01120.1,976,0.0737160472974786
AT1G01120.1,1042,0.006987780533541483
AT1G01120.1,1126,0.06109445202601085
AT1G01120.1,1242,0.30869597884144945
AT1G01120.1,1305,0.35811611999669485
AT1G01120.1,1382,0.1859280109685211
AT1G01120.1,1463,0.02197825661192913
AT1G01120.1,1577,0.3621714141005559
AT1G01120.1,1590,0.08815442222230621
AT1G01120.1,1678,0.09226475562961498
AT1G01140.1,374,0.22927042135964823
AT1G01140.2,225,0.22927042135964823
AT1G01140.3,225,0.22927042135964823
AT1G01140.1,447,0.27400721986339277
AT1G01140.2,298,0.27400721986339277
AT1G01140.3,298,0.27400721986339277
AT1G01140.1,477,0.1532869643882317
AT1G01140.2,328,0.1532869643882317
AT1G01140.3,328,0.1532869643882317
AT1G01140.1,486,0.023573101621290147
AT1G01140.2,337,0.023573101621290147
AT1G01140.3,337,0.023573101621290147
AT1G01140.1,812,0.13395607027783613
AT1G01140.2,663,0.13395607027783613
AT1G01140.3,663,0.13395607027783613
AT1G01140.1,839,0.3406712438798825
AT1G01140.2,690,0.32339177499618926
AT1G01140.3,690,0.32339177499618926
AT1G01140.1,1029,0.4088210030317397
AT1G01140.2,886,0.4088210030317397
AT1G01140.3,880,0.4088210030317397
AT1G01140.1,1127,0.35899119057866036
AT1G01140.2,984,0.45393702860922647
AT1G01140.3,978,0.45393702860922647
AT1G01140.1,1163,0.12531088881152957
AT1G01140.2,1020,0.12588754890379517
AT1G01140.3,1014,0.12588754890379517
AT1G01140.1,1259,0.14161321127926796
AT1G01140.2,1116,0.1495580330859017
AT1G01140.3,1110,0.1495580330859017
AT1G01140.1,1351,0.08275259573498805
AT1G01140.2,1208,0.07778108576347809
AT1G01140.3,1202,0.07778108576347809
AT1G01140.1,1412,0.17762355945528713
AT1G01140.2,1269,0.17762355945528713
AT1G01140.3,1263,0.17762355945528713
AT1G01140.1,1498,0.02626862544845686
AT1G01140.2,1355,0.02626862544845686
AT1G01140.3,1349,0.04130814743490716
AT1G01140.1,1538,0.20525766553277378
AT1G01140.2,1395,0.1972819212346214
AT1G01140.3,1401,0.1949431843214164
AT1G01140.1,1649,0.40994949008613063
AT1G01140.2,1506,0.2871081109783286
AT1G01140.3,1512,0.2871081109783286
AT1G01140.1,1716,0.08121607814204458
AT1G01140.2,1573,0.08121607814204458
AT1G01140.3,1579,0.08121607814204458
AT1G01160.1,318,0.3688540328235781
AT1G01160.1,486,0.21699563165130678
AT1G01160.2,570,0.21699563165130678
AT1G01160.1,684,0.32224822343766435
AT1G01160.2,768,0.32224822343766435
AT1G01160.1,699,0.041702749685751994
AT1G01160.2,783,0.041702749685751994
AT1G01160.1,870,0.7533365963288334
AT1G01160.2,954,0.8085167765090137
AT1G01160.1,931,0.5325118428573989
AT1G01160.2,1015,0.5325118428573989
AT1G01170.1,32,0.4650614759382709
AT1G01170.2,26,0.4650614759382709
AT1G01170.1,450,0.5919444602108476
AT1G01170.2,438,0.5919444602108476
AT1G01210.1,246,0.14114071927096744
AT1G01210.2,291,0.14285099266022055
AT1G01230.1,485,0.2282051993215078
AT1G01230.1,576,0.09437782383869585
AT1G01230.1,735,0.23934683508246535
AT1G01240.1,427,0.1605974571395033
AT1G01240.2,616,0.1605974571395033
AT1G01240.3,1052,0.17310405523283262
AT1G01240.4,538,0.1605974571395033
AT1G01240.5,967,0.17310405523283262
AT1G01240.1,932,0.027805359553245094
AT1G01240.2,1121,0.02719755460380452
AT1G01240.3,1557,0.02719755460380452
AT1G01240.4,1043,0.02719755460380452
AT1G01240.5,1472,0.02719755460380452
AT1G01240.1,1028,0.32736702799056294
AT1G01240.2,1217,0.3148782708690937
AT1G01240.3,1653,0.3459827046873808
AT1G01240.4,1139,0.3148782708690937
AT1G01240.5,1568,0.3459827046873808
AT1G01240.1,1092,0.20326610111850046
AT1G01240.2,1281,0.20326610111850046
AT1G01240.3,1717,0.14841919857336827
AT1G01240.4,1203,0.20326610111850046
AT1G01240.5,1632,0.14841919857336827
AT1G01240.1,1161,0.7320650471890411
AT1G01240.2,1350,0.7320650471890411
AT1G01240.3,1786,0.7192115271103187
AT1G01240.4,1272,0.7320650471890411
AT1G01240.5,1701,0.7192115271103187
AT1G01240.1,1245,0.14201240301550094
AT1G01240.2,1434,0.14201240301550094
AT1G01240.3,1870,0.08489723904664807
AT1G01240.4,1356,0.14201240301550094
AT1G01240.5,1785,0.08489723904664807
AT1G01260.1,2234,0.20797366791152946
AT1G01260.2,2067,0.20797366791152946
AT1G01260.3,2204,0.20797366791152946
AT1G01260.1,2258,0.5137529162576949
AT1G01260.2,2091,0.5137529162576949
AT1G01260.3,2228,0.5137529162576949
AT1G01260.1,2338,0.043734108716865984
AT1G01260.2,2171,0.043734108716865984
AT1G01260.3,2308,0.043734108716865984
AT1G01300.1,851,0.06011329113019176
AT1G01300.1,897,0.19855408264920985
AT1G01300.1,1118,0.04750044969155909
AT1G01300.1,1255,0.3802065343348303
AT1G01300.1,1304,0.46481621006590274
AT1G01300.1,1339,0.06146550045094781
AT1G01300.1,1391,0.16454318427160014
AT1G01300.1,1642,0.47370106166351683
AT1G01300.1,1751,0.11770082707382976
AT1G01320.1,959,0.07845843206881764
AT1G01320.2,966,0.07845843206881764
AT1G01320.3,962,0.07845843206881764
AT1G01320.1,1419,0.12183074175263112
AT1G01320.2,1426,0.12183074175263112
AT1G01320.3,1422,0.12183074175263112
AT1G01320.1,1429,0.2983399844842509
AT1G01320.2,1436,0.2983399844842509
AT1G01320.3,1432,0.2983399844842509
AT1G01320.1,1434,0.34065283726025336
AT1G01320.2,1441,0.34065283726025336
AT1G01320.3,1437,0.34065283726025336
AT1G01320.1,1700,0.4044362243320777
AT1G01320.2,1707,0.4044362243320777
AT1G01320.3,1703,0.4044362243320777
AT1G01320.1,1882,0.07950879167251905
AT1G01320.2,1889,0.07950879167251905
AT1G01320.3,1885,0.07950879167251905
AT1G01320.1,1939,0.06758643608210008
AT1G01320.2,1946,0.06758643608210008
AT1G01320.3,1942,0.06758643608210008
AT1G01320.1,1960,0.4246596253662201
AT1G01320.2,1967,0.4246596253662201
AT1G01320.3,1963,0.4246596253662201
AT1G01320.1,1971,0.06492730200267084
AT1G01320.2,1978,0.06492730200267084
AT1G01320.3,1974,0.06492730200267084
AT1G01320.1,2018,0.02277746191039472
AT1G01320.2,2025,0.02277746191039472
AT1G01320.3,2021,0.02277746191039472
AT1G01320.1,2082,0.3232312189193599
AT1G01320.2,2089,0.3232312189193599
AT1G01320.3,2085,0.3232312189193599
AT1G01320.1,2312,0.1975576833190497
AT1G01320.2,2319,0.1975576833190497
AT1G01320.3,2315,0.1975576833190497
AT1G01320.1,2367,0.23325364958204103
AT1G01320.2,2374,0.23325364958204103
AT1G01320.3,2370,0.23325364958204103
AT1G01320.1,2975,0.08341724487517183
AT1G01320.2,2958,0.08341724487517183
AT1G01320.3,2954,0.08341724487517183
AT1G01320.1,3058,0.14901268528750894
AT1G01320.2,3041,0.14901268528750894
AT1G01320.3,3037,0.14901268528750894
AT1G01320.1,3064,0.004652903958850859
AT1G01320.2,3047,0.004652903958850859
AT1G01320.3,3043,0.004652903958850859
AT1G01320.1,3097,0.32574672843841584
AT1G01320.2,3080,0.32574672843841584
AT1G01320.3,3076,0.32574672843841584
AT1G01320.1,3119,0.4793954187450112
AT1G01320.2,3102,0.4793954187450112
AT1G01320.3,3098,0.4793954187450112
AT1G01320.1,3376,0.24601507751497068
AT1G01320.2,3359,0.24601507751497068
AT1G01320.3,3355,0.24601507751497068
AT1G01320.1,3563,0.2353717994524671
AT1G01320.2,3546,0.2353717994524671
AT1G01320.3,3542,0.2353717994524671
AT1G01320.1,3819,0.2065433695408783
AT1G01320.2,3796,0.2065433695408783
AT1G01320.3,3798,0.2065433695408783
AT1G01320.1,4114,0.0069454709383070905
AT1G01320.2,4091,0.0069454709383070905
AT1G01320.3,4093,0.0069454709383070905
AT1G01320.1,4173,0.26688948003255714
AT1G01320.2,4150,0.26688948003255714
AT1G01320.3,4152,0.26688948003255714
AT1G01320.1,4257,0.035167619833473863
AT1G01320.2,4234,0.035167619833473863
AT1G01320.3,4236,0.035167619833473863
AT1G01320.1,4320,0.37771460156289466
AT1G01320.2,4297,0.37771460156289466
AT1G01320.3,4299,0.37771460156289466
AT1G01320.1,4559,0.5232833425936358
AT1G01320.2,4536,0.5232833425936358
AT1G01320.3,4538,0.5232833425936358
AT1G01320.1,4900,0.6337043650286274
AT1G01320.2,4877,0.6337043650286274
AT1G01320.3,4879,0.6337043650286274
AT1G01320.1,4933,0.008103037706487489
AT1G01320.2,4910,0.008103037706487489
AT1G01320.3,4912,0.008103037706487489
AT1G01320.1,5057,0.29886520117637533
AT1G01320.2,5034,0.29886520117637533
AT1G01320.3,5036,0.29886520117637533
AT1G01320.1,5364,0.03585493573230625
AT1G01320.2,5341,0.03585493573230625
AT1G01320.3,5343,0.03585493573230625
AT1G01320.1,5419,0.004402338479240792
AT1G01320.2,5396,0.004402338479240792
AT1G01320.3,5398,0.004402338479240792
AT1G01320.1,5464,0.03328668780615128
AT1G01320.2,5441,0.03328668780615128
AT1G01320.3,5443,0.03328668780615128
AT1G01320.1,5490,0.11752314121430343
AT1G01320.2,5467,0.11752314121430343
AT1G01320.3,5469,0.11752314121430343
AT1G01320.1,5521,0.03557098954161465
AT1G01320.2,5498,0.03557098954161465
AT1G01320.3,5500,0.03557098954161465
AT1G01320.1,5682,0.26955982544655266
AT1G01320.2,5659,0.26955982544655266
AT1G01320.3,5661,0.26955982544655266
AT1G01320.1,5757,0.4011422038283512
AT1G01320.2,5734,0.4011422038283512
AT1G01320.3,5736,0.4011422038283512
AT1G01320.1,5807,0.11509593730030905
AT1G01320.2,5784,0.11509593730030905
AT1G01320.3,5786,0.11509593730030905
AT1G01430.1,244,0.03636170066140324
AT1G01430.1,332,0.15287432169027754
AT1G01430.1,515,0.5753199031293166
AT1G01430.1,612,0.05573127383075464
AT1G01430.1,768,0.10948558395648655
AT1G01430.1,1116,0.02601134352172753
AT1G01430.1,1168,0.43865860291066205
AT1G01430.1,1228,0.41241831861479183
AT1G01430.1,1259,0.1809346955434416
AT1G01430.1,1296,0.3942628976950425
AT1G01430.1,1489,0.36171807585751115
AT1G01470.1,87,0.024286732841471374
AT1G01470.1,93,0.03427756763047433
AT1G01470.1,166,0.1319740162637937
AT1G01470.1,184,0.04446184754861539
AT1G01470.1,225,0.3426097702109131
AT1G01470.1,354,0.35475758235681937
AT1G01470.1,378,0.4596152751403418
AT1G01470.1,453,0.7104083431331569
AT1G01470.1,488,0.005201235464412507
AT1G01470.1,550,0.5595487298464865
AT1G01470.1,586,0.05471648068651869
AT1G01490.1,614,0.06341079882941153
AT1G01490.1,730,0.07407498243969003
AT1G01490.2,613,0.08934481208488539
AT1G01490.3,1036,0.09390456051255835
AT1G01490.4,828,0.09390456051255835
AT1G01490.1,786,0.35792386316390523
AT1G01490.2,669,0.35792386316390523
AT1G01490.3,1092,0.43070163484705604
AT1G01490.4,884,0.40599282802887426
AT1G01490.1,818,0.186096631244482
AT1G01490.2,701,0.186096631244482
AT1G01490.3,1124,0.186096631244482
AT1G01490.4,916,0.186096631244482
AT1G01490.1,1254,0.6289419556122104
AT1G01490.2,1137,0.6072077015488963
AT1G01490.3,1560,0.6702975121102922
AT1G01490.4,1352,0.6702975121102922
AT1G01490.1,1292,0.046803583592672185
AT1G01490.2,1175,0.04464527482346377
AT1G01490.3,1598,0.04464527482346377
AT1G01490.4,1390,0.04464527482346377
AT1G01500.1,545,0.297550435070434
AT1G01500.1,563,0.0806604911767265
AT1G01500.1,657,0.3902683690608497
AT1G01500.1,683,0.39286117360827627
AT1G01500.1,884,0.18915433780555974
AT1G01500.1,1188,0.014849118055654375
AT1G01500.1,1244,0.39836738439227687
AT1G01510.1,1645,0.042790251944734584
AT1G01520.1,194,0.534991870679443
AT1G01520.2,194,0.534991870679443
AT1G01520.3,194,0.534991870679443
AT1G01520.4,194,0.534991870679443
AT1G01520.5,124,0.534991870679443
AT1G01520.1,375,0.6340857482466681
AT1G01520.2,375,0.6340857482466681
AT1G01520.3,375,0.6340857482466681
AT1G01520.4,375,0.6340857482466681
AT1G01520.5,305,0.6340857482466681
AT1G01520.1,527,0.47273724510609055
AT1G01520.2,527,0.47273724510609055
AT1G01520.3,527,0.47273724510609055
AT1G01520.4,527,0.47273724510609055
AT1G01520.5,457,0.47273724510609055
AT1G01520.1,636,0.08534855071664667
AT1G01520.2,636,0.08534855071664667
AT1G01520.3,636,0.09836884099816474
AT1G01520.4,636,0.08534855071664667
AT1G01520.5,648,0.08534855071664667
AT1G01520.1,905,0.06777969038502167
AT1G01520.2,905,0.06777969038502167
AT1G01520.3,905,0.09831478492159626
AT1G01520.4,905,0.06777969038502167
AT1G01520.5,917,0.06777969038502167
AT1G01520.1,1153,0.3591311193755809
AT1G01520.2,1310,0.3591311193755809
AT1G01520.3,1233,0.3341715616572343
AT1G01520.4,1230,0.3591311193755809
AT1G01520.5,1165,0.3591311193755809
AT1G01540.1,123,0.02913116080269306
AT1G01540.2,290,0.02913116080269306
AT1G01540.1,212,0.05029418712962293
AT1G01540.2,379,0.05029418712962293
AT1G01540.1,696,0.2840649832716585
AT1G01540.2,863,0.2840649832716585
AT1G01540.1,1067,0.6244343774362464
AT1G01540.2,1234,0.6244343774362464
AT1G01540.1,1228,0.057184903086465226
AT1G01540.2,1395,0.057184903086465226
AT1G01540.1,1366,0.07400226994097762
AT1G01540.2,1464,0.07400226994097762
AT1G01540.1,1406,0.23865617288513824
AT1G01540.2,1504,0.23865617288513824
AT1G01540.1,1558,0.37120290944608847
AT1G01540.2,1656,0.37120290944608847
AT1G01540.1,1806,0.007676024075836168
AT1G01540.2,1904,0.007676024075836168
AT1G01550.1,181,0.4618082343368003
AT1G01550.2,78,0.4618082343368003
AT1G01550.1,312,0.11321365437860993
AT1G01550.2,335,0.11321365437860993
AT1G01550.1,338,0.12177002336637802
AT1G01550.2,361,0.12177002336637802
AT1G01550.1,368,0.02370679646433635
AT1G01550.2,391,0.02370679646433635
AT1G01550.1,431,0.15341583830336153
AT1G01550.2,454,0.15341583830336153
AT1G01550.1,442,0.1325340913451414
AT1G01550.2,465,0.1325340913451414
AT1G01550.1,516,0.02915095184060765
AT1G01550.2,539,0.02915095184060765
AT1G01550.1,928,0.1062124637282886
AT1G01550.2,951,0.1062124637282886
AT1G01550.1,1043,0.23560882761016244
AT1G01550.2,1066,0.23560882761016244
AT1G01550.1,1134,0.3447693779836137
AT1G01550.2,1157,0.3447693779836137
AT1G01550.1,1375,0.06563564557896097
AT1G01550.2,1398,0.06563564557896097
AT1G01610.1,380,0.659618039231416
AT1G01610.1,549,0.08765404575678869
AT1G01610.1,744,0.08497524691199047
AT1G01610.1,1001,0.08435070414802635
AT1G01610.1,1146,0.1405437544763314
AT1G01620.1,449,0.4684235260323101
AT1G01620.2,208,0.6061812148551455
AT1G01620.1,1112,0.6064584538507425
AT1G01620.2,842,0.6064584538507425
AT1G01620.1,1330,0.7577840928235225
AT1G01620.2,1060,0.7577840928235225
AT1G01630.1,414,0.04721781053179443
AT1G01630.1,594,0.3026057000378451
AT1G01630.1,702,0.009899584481562203
AT1G01630.1,726,0.04812387607094524
AT1G01630.1,973,0.07568620974762222
AT1G01630.1,1081,0.20461560462458914
AT1G01630.1,1104,0.17694784591457674
AT1G01630.1,1169,0.04692947981021149
AT1G01630.1,1327,0.05436280285697663
AT1G01650.1,1486,0.11032891769392307
AT1G01650.2,1758,0.11032891769392307
AT1G01650.3,1762,0.11032891769392307
AT1G01650.4,1478,0.11032891769392307
AT1G01650.1,1804,0.1373198910057119
AT1G01650.2,2076,0.1373198910057119
AT1G01650.3,2080,0.1373198910057119
AT1G01650.4,1796,0.1373198910057119
AT1G01650.1,1882,0.06982963593196224
AT1G01650.2,2154,0.06982963593196224
AT1G01650.3,2158,0.06982963593196224
AT1G01650.4,1874,0.06982963593196224
AT1G01720.1,475,0.025513471826660323
AT1G01720.1,686,0.7423367616065802
AT1G01720.1,771,0.4331275065474236
AT1G01720.1,841,0.041350343854421635
AT1G01720.1,975,0.23819290592130438
AT1G01720.1,1063,0.0640643783225705
AT1G01720.1,1214,0.10264301308300507
AT1G01720.1,1492,0.2116194729682431
AT1G01730.1,243,0.47546422953431927
AT1G01730.1,509,0.17250655248200722
AT1G01730.1,518,0.7142122890851664
AT1G01730.1,691,0.4207271762020561
AT1G01730.1,755,0.16092458274258498
AT1G01730.1,763,0.004889261128100002
AT1G01790.1,773,0.1537939738468103
AT1G01790.2,749,0.1537939738468103
AT1G01790.1,1083,0.14755429174912374
AT1G01790.2,1059,0.14755429174912374
AT1G01790.1,1316,0.28976270993911596
AT1G01790.2,1292,0.28976270993911596
AT1G01790.1,1422,0.3923727180428545
AT1G01790.2,1398,0.3923727180428545
AT1G01790.1,1449,0.15932932438600747
AT1G01790.2,1425,0.15932932438600747
AT1G01790.1,1562,0.2778386670590185
AT1G01790.2,1538,0.2778386670590185
AT1G01790.1,1704,0.11551610717809155
AT1G01790.2,1680,0.11551610717809155
AT1G01790.1,1719,0.551384371527448
AT1G01790.2,1695,0.551384371527448
AT1G01790.1,1830,0.18994831124897224
AT1G01790.2,1806,0.18994831124897224
AT1G01790.1,1883,0.14456720305884013
AT1G01790.2,1859,0.14456720305884013
AT1G01790.1,2039,0.34050188560786593
AT1G01790.2,2015,0.34050188560786593
AT1G01790.1,2060,0.09352644908560497
AT1G01790.2,2036,0.09352644908560497
AT1G01790.1,2116,0.28979449157898635
AT1G01790.2,2092,0.28979449157898635
AT1G01790.1,2259,0.26820747471571255
AT1G01790.2,2235,0.26820747471571255
AT1G01790.1,2805,0.2895854879818422
AT1G01790.2,2781,0.2895854879818422
AT1G01790.1,2831,0.39796957996058385
AT1G01790.2,2807,0.292808536637979
AT1G01790.1,2939,0.4647645179349689
AT1G01790.2,2915,0.5209148228959224
AT1G01790.1,3020,0.5669421082236225
AT1G01790.2,2996,0.5372209491010549
AT1G01790.1,3039,0.14227315348363537
AT1G01790.2,3015,0.14227315348363537
AT1G01790.1,3395,0.10438644724541117
AT1G01790.2,3371,0.10438644724541117
AT1G01790.1,3562,0.06384701513495557
AT1G01790.2,3538,0.06384701513495557
AT1G01790.1,3777,0.27986516271087636
AT1G01790.2,3753,0.27986516271087636
AT1G01790.1,4054,0.35395656322651636
AT1G01790.2,4030,0.35395656322651636
AT1G01800.1,265,0.027213353598291072
AT1G01800.2,169,0.027213353598291072
AT1G01800.1,297,0.12243467240054812
AT1G01800.2,201,0.12243467240054812
AT1G01800.1,404,0.12147884985429126
AT1G01800.2,308,0.12147884985429126
AT1G01800.1,552,0.03905200914675581
AT1G01800.2,460,0.03905200914675581
AT1G01800.1,556,0.09133742189122368
AT1G01800.2,464,0.09133742189122368
AT1G01800.1,968,0.16344004466547196
AT1G01800.2,876,0.16344004466547196
AT1G01800.1,991,0.09255583209268171
AT1G01800.2,899,0.09255583209268171
AT1G01800.1,1116,0.8532554168280397
AT1G01800.2,1024,0.8532554168280397
AT1G01800.1,1123,0.17826796336811368
AT1G01800.2,1031,0.17826796336811368
AT1G01800.1,1139,0.5399256324473514
AT1G01800.2,1047,0.5399256324473514
AT1G01820.1,496,0.1629069929687462
AT1G01820.1,1060,0.016162310264051117
AT1G01910.1,137,0.35675058581197666
AT1G01910.2,302,0.35675058581197666
AT1G01910.3,114,0.35675058581197666
AT1G01910.4,192,0.35675058581197666
AT1G01910.1,370,0.07812211068392942
AT1G01910.2,535,0.07812211068392942
AT1G01910.3,347,0.07812211068392942
